opt6.0
 0.4797518     0.0030290
 0.4906781     0.0036904
 0.5015974     0.0043386
 0.5125073     0.0049732
 0.5234072     0.0055934
 0.5342975     0.0061986
 0.5451789     0.0067879
 0.5560520     0.0073600
 0.5669164     0.0079135
 0.5777722     0.0084472
 0.5886195     0.0089595
 0.5994591     0.0094492
 0.6102910     0.0099152
 0.6211155     0.0103565
 0.6319315     0.0107719
 0.6427389     0.0111609
 0.6535378     0.0115224
 0.6643285     0.0118557
 0.6751112     0.0121603
 0.6858851     0.0124352
 0.6966492     0.0126798
 0.7074031     0.0128929
 0.7181470     0.0130736
 0.7288809     0.0132211
 0.7396044     0.0133344
 0.7503159     0.0134125
 0.7610149     0.0134542
 0.7717009     0.0134583
 0.7823738     0.0134236
 0.7930330     0.0133490
 0.8036776     0.0132335
 0.8143065     0.0130757
 0.8249181     0.0128744
 0.8355108     0.0126281
 0.8460834     0.0123351
 0.8566347     0.0119933
 0.8671614     0.0116005
 0.8776579     0.0111546
 0.8881169     0.0106534
 0.8985285     0.0100954
 0.9088749     0.0094803
 0.9191289     0.0088074
 0.9292513     0.0080758
 0.9391834     0.0072868
 0.9488496     0.0064450
 0.9581587     0.0055591
 0.9669783     0.0046399
 0.9752265     0.0036916
 0.9828003     0.0027320
 0.9896251     0.0017290
 0.9958019     0.0007069
 0.9996339     0.0000553
